Department,SKUID,Brand,Model,UnitsSold,AvgUnitCost,NetRevenue,COGS,AvgDailyInvCOGS,MarkupRatio,ItemTurns,VelocityTier,NoSalesHistory,IsMarkdown,MarkdownDepth,MarkdownRate
Snowboard Hardware,SNOWBOARD_HARD_0042,Edgewood,Edgewood Origin,24,566.05,16801.97,14037.83,5610.84,1.1969,2.5019,Moderate,False,False,0.0,0.0
Snowboard Hardware,SNOWBOARD_HARD_0043,Iceform,Iceform Apex,0,518.2,25.48,21.05,20.0,1.2102,1.0525,Slow,True,True,0.3347,0.5102
Snowboard Hardware,SNOWBOARD_HARD_0044,Alpenglow,Alpenglow Signature,18,377.08,8885.3,6896.85,4067.65,1.2883,1.6955,Moderate,False,False,0.0,0.0
Snowboard Hardware,SNOWBOARD_HARD_0045,Alpenglow,Alpenglow Enduro,0,519.18,577.47,511.37,138.36,1.1293,3.6959,Fast,True,False,0.0,0.0
Snowboard Hardware,SNOWBOARD_HARD_0046,Terracross,Terracross Ascent,1,216.67,346.6,288.21,102.74,1.2026,2.8052,Moderate,False,False,0.0,0.0
Snowboard Hardware,SNOWBOARD_HARD_0047,Alpenglow,Alpenglow Comp,1,235.81,513.38,425.99,165.39,1.2052,2.5756,Moderate,False,False,0.0,0.0
Snowboard Hardware,SNOWBOARD_HARD_0048,Alpenglow,Alpenglow Tour,53,54.62,3087.9,2898.19,1935.33,1.0655,1.4975,Slow,False,False,0.0,0.0
Snowboard Hardware,SNOWBOARD_HARD_0049,Terracross,Terracross Series II,0,139.29,89.08,76.53,137.81,1.164,0.5553,Slow,True,True,0.3478,0.5706
Snowboard Hardware,SNOWBOARD_HARD_0050,Terracross,Terracross Traverse,1,532.75,628.82,549.54,423.44,1.1443,1.2978,Slow,False,True,0.2067,0.3822
Snowboard Hardware,SNOWBOARD_HARD_0051,Alpenglow,Alpenglow Comp,23,177.92,4415.11,4152.06,2299.38,1.0634,1.8057,Moderate,False,False,0.0,0.0
Snowboard Hardware,SNOWBOARD_HARD_0052,Alpenglow,Alpenglow Venture,37,152.66,6197.08,5752.03,4828.22,1.0774,1.1913,Slow,False,True,0.3144,0.2896
Snowboard Hardware,SNOWBOARD_HARD_0053,Terracross,Terracross Elite,3,529.88,2537.53,2090.34,894.77,1.2139,2.3362,Moderate,False,False,0.0,0.0
Snowboard Hardware,SNOWBOARD_HARD_0054,Edgewood,Edgewood Series II,4,137.34,601.8,590.0,1218.67,1.02,0.4841,Dead,False,True,0.2772,0.4549
Snowboard Hardware,SNOWBOARD_HARD_0055,Alpenglow,Alpenglow Xpedition,3,639.25,2766.6,2398.66,2203.26,1.1534,1.0887,Slow,False,True,0.2794,0.5468
Snowboard Hardware,SNOWBOARD_HARD_0056,Edgewood,Edgewood Comp,0,79.8,59.97,48.99,74.22,1.2242,0.66,Slow,True,True,0.2063,0.5418
Snowboard Hardware,SNOWBOARD_HARD_0057,Iceform,Iceform Signature,2,591.61,2078.4,1662.06,1042.07,1.2505,1.595,Moderate,False,False,0.0,0.0
Snowboard Hardware,SNOWBOARD_HARD_0058,Alpenglow,Alpenglow Comp,0,103.34,33.95,27.7,26.59,1.2255,1.0418,Slow,True,False,0.0,0.0
Snowboard Hardware,SNOWBOARD_HARD_0059,Alpenglow,Alpenglow Series II,14,270.29,4228.7,4052.74,660.4,1.0434,6.1368,Fast,False,False,0.0,0.0
Snowboard Hardware,SNOWBOARD_HARD_0060,Edgewood,Edgewood LTD,39,151.31,7774.11,5934.46,4818.11,1.31,1.2317,Slow,False,False,0.0,0.0
Snowboard Hardware,SNOWBOARD_HARD_0061,Alpenglow,Alpenglow Xpedition,5,49.94,392.45,280.92,870.06,1.397,0.3229,Dead,False,True,0.2431,0.5293
Snowboard Hardware,SNOWBOARD_HARD_0062,Alpenglow,Alpenglow Trail,6,611.14,4894.58,3885.44,3268.91,1.2597,1.1886,Slow,False,False,0.0,0.0
Snowboard Hardware,SNOWBOARD_HARD_0063,Terracross,Terracross X1,2,488.7,1710.52,1415.29,1173.95,1.2086,1.2056,Slow,False,False,0.0,0.0
Snowboard Hardware,SNOWBOARD_HARD_0064,Edgewood,Edgewood Trail,0,168.63,177.84,137.0,147.79,1.2981,0.927,Slow,True,True,0.2649,0.6588
Snowboard Hardware,SNOWBOARD_HARD_0065,Terracross,Terracross Series II,0,173.93,72.18,61.33,75.39,1.1768,0.8135,Slow,True,False,0.0,0.0
Snowboard Hardware,SNOWBOARD_HARD_0066,Iceform,Iceform Summit,2,520.59,1553.09,1457.69,1386.72,1.0654,1.0512,Slow,False,False,0.0,0.0
Snowboard Hardware,SNOWBOARD_HARD_0067,Edgewood,Edgewood Crest,5,240.5,1800.12,1215.78,942.74,1.4806,1.2896,Slow,False,False,0.0,0.0
Snowboard Hardware,SNOWBOARD_HARD_0068,Alpenglow,Alpenglow Signature,0,278.62,54.11,46.77,20.0,1.1569,2.3385,Moderate,True,False,0.0,0.0
Snowboard Hardware,SNOWBOARD_HARD_0069,Edgewood,Edgewood Tour,5,637.35,4560.2,3735.97,4604.1,1.2206,0.8114,Slow,False,False,0.0,0.0
Snowboard Hardware,SNOWBOARD_HARD_0070,Terracross,Terracross Tour,0,401.22,171.28,161.52,152.88,1.0604,1.0565,Slow,True,False,0.0,0.0
Snowboard Hardware,SNOWBOARD_HARD_0071,Terracross,Terracross Enduro,10,467.93,5063.44,4721.46,4604.04,1.0724,1.0255,Slow,False,True,0.3385,0.4664
Snowboard Hardware,SNOWBOARD_HARD_0072,Iceform,Iceform MAX,14,268.55,5034.29,4008.08,4515.19,1.256,0.8877,Slow,False,False,0.0,0.0
Snowboard Hardware,SNOWBOARD_HARD_0073,Terracross,Terracross Elite,0,489.51,428.21,394.7,793.48,1.0849,0.4974,Dead,True,False,0.0,0.0
Snowboard Hardware,SNOWBOARD_HARD_0074,Iceform,Iceform Carbon,3,173.28,694.84,588.3,389.63,1.1811,1.5099,Moderate,False,True,0.2415,0.3611
Snowboard Hardware,SNOWBOARD_HARD_0075,Iceform,Iceform Crest,4,353.98,1636.35,1604.26,1235.1,1.02,1.2989,Slow,False,False,0.0,0.0
Snowboard Hardware,SNOWBOARD_HARD_0076,Edgewood,Edgewood X1,2,579.25,1961.61,1466.5,1056.61,1.3376,1.3879,Slow,False,False,0.0,0.0
Snowboard Hardware,SNOWBOARD_HARD_0077,Edgewood,Edgewood MAX,0,632.52,623.67,511.99,297.98,1.2181,1.7182,Moderate,True,False,0.0,0.0
Snowboard Hardware,SNOWBOARD_HARD_0078,Alpenglow,Alpenglow Traverse,19,151.84,3818.59,2951.77,3306.87,1.2937,0.8926,Slow,False,True,0.1907,0.4796
Snowboard Hardware,SNOWBOARD_HARD_0079,Edgewood,Edgewood Ascent,0,540.82,175.27,141.32,62.64,1.2402,2.2561,Moderate,True,False,0.0,0.0
Snowboard Hardware,SNOWBOARD_HARD_0080,Edgewood,Edgewood Venture,0,421.51,307.24,251.75,205.43,1.2205,1.2255,Slow,True,False,0.0,0.0
Snowboard Hardware,SNOWBOARD_HARD_0081,Terracross,Terracross Crest,2,313.56,961.62,725.18,807.02,1.326,0.8986,Slow,False,True,0.2249,0.5563
Snowboard Hardware,SNOWBOARD_HARD_0082,Iceform,Iceform Base,26,226.69,7785.98,6067.67,2210.71,1.2832,2.7447,Moderate,False,False,0.0,0.0
Snowboard Hardware,SNOWBOARD_HARD_0083,Alpenglow,Alpenglow Xpedition,3,212.44,864.77,684.72,788.25,1.263,0.8687,Slow,False,True,0.2298,0.4868
Snowboard Hardware,SNOWBOARD_HARD_0084,Edgewood,Edgewood Tour,36,368.31,17899.85,13304.33,15218.71,1.3454,0.8742,Slow,False,True,0.412,0.4449
Snowboard Hardware,SNOWBOARD_HARD_0085,Terracross,Terracross Base,0,449.4,170.87,148.79,239.59,1.1484,0.621,Slow,True,True,0.2313,0.5631
Snowboard Hardware,SNOWBOARD_HARD_0086,Iceform,Iceform Sport,8,487.52,4868.03,4294.17,2233.0,1.1336,1.9231,Moderate,False,False,0.0,0.0
Snowboard Hardware,SNOWBOARD_HARD_0087,Terracross,Terracross Enduro,9,316.66,3549.76,2868.35,3077.73,1.2376,0.932,Slow,False,True,0.3388,0.571
Snowboard Hardware,SNOWBOARD_HARD_0088,Terracross,Terracross Signature,4,484.11,2225.39,2000.8,1481.79,1.1122,1.3503,Slow,False,True,0.2467,0.2488
Snowboard Hardware,SNOWBOARD_HARD_0089,Alpenglow,Alpenglow Traverse,7,626.11,6659.83,4906.48,2781.78,1.3574,1.7638,Moderate,False,False,0.0,0.0
Snowboard Hardware,SNOWBOARD_HARD_0090,Alpenglow,Alpenglow LTD,2,18.36,55.76,52.81,24.92,1.0559,2.1191,Moderate,False,False,0.0,0.0
Snowboard Hardware,SNOWBOARD_HARD_0091,Iceform,Iceform Venture,1,378.23,585.27,489.44,1150.73,1.1958,0.4253,Dead,False,True,0.275,0.5561
Snowboard Hardware,SNOWBOARD_HARD_0092,Iceform,Iceform Ridge,4,278.55,1615.69,1348.62,877.2,1.198,1.5374,Moderate,False,False,0.0,0.0
Snowboard Hardware,SNOWBOARD_HARD_0093,Edgewood,Edgewood Carbon,14,495.85,9032.63,7343.96,4685.24,1.2299,1.5675,Moderate,False,False,0.0,0.0
Snowboard Hardware,SNOWBOARD_HARD_0094,Iceform,Iceform Ascent,1,176.27,381.68,303.22,763.17,1.2587,0.3973,Dead,False,True,0.2831,0.6701
Snowboard Hardware,SNOWBOARD_HARD_0095,Edgewood,Edgewood Ascent,3,561.5,2505.17,2083.11,1323.8,1.2026,1.5736,Moderate,False,False,0.0,0.0
Snowboard Hardware,SNOWBOARD_HARD_0096,Iceform,Iceform Carbon,12,209.62,3054.53,2684.97,1559.55,1.1376,1.7216,Moderate,False,False,0.0,0.0
Snowboard Hardware,SNOWBOARD_HARD_0097,Edgewood,Edgewood Ascent,0,522.62,250.34,207.54,282.49,1.2062,0.7347,Slow,True,True,0.2191,0.6057
Snowboard Hardware,SNOWBOARD_HARD_0098,Edgewood,Edgewood Foundation,9,276.06,3393.46,2708.14,2148.31,1.2531,1.2606,Slow,False,False,0.0,0.0
Snowboard Hardware,SNOWBOARD_HARD_0099,Terracross,Terracross Lite,42,137.27,7127.58,5789.36,6703.29,1.2312,0.8637,Slow,False,False,0.0,0.0
Snowboard Hardware,SNOWBOARD_HARD_0100,Terracross,Terracross X1,1,368.12,522.8,423.85,1105.66,1.2334,0.3834,Dead,False,True,0.3516,0.5411
Snowboard Hardware,SNOWBOARD_HARD_0101,Iceform,Iceform Summit,0,52.72,44.74,34.4,33.9,1.3006,1.0148,Slow,True,True,0.2555,0.636
Snowboard Hardware,SNOWBOARD_HARD_0102,Edgewood,Edgewood LTD,3,297.88,1209.17,930.96,1696.29,1.2988,0.5488,Slow,False,True,0.3612,0.615
Snowboard Hardware,SNOWBOARD_HARD_0103,Edgewood,Edgewood Pro,7,365.28,3405.84,2617.37,2452.01,1.3012,1.0674,Slow,False,True,0.314,0.4693
Snowboard Hardware,SNOWBOARD_HARD_0104,Edgewood,Edgewood Crest,0,330.25,54.61,48.84,79.44,1.1182,0.6148,Slow,True,True,0.4035,0.7208
Snowboard Hardware,SNOWBOARD_HARD_0105,Alpenglow,Alpenglow Carbon,0,467.61,328.75,238.34,132.35,1.3793,1.8008,Moderate,True,True,0.0875,0.4666
Snowboard Hardware,SNOWBOARD_HARD_0106,Edgewood,Edgewood Apex,1,467.8,802.59,752.85,561.01,1.0661,1.3419,Slow,False,True,0.1946,0.3797
Snowboard Hardware,SNOWBOARD_HARD_0107,Alpenglow,Alpenglow Comp,0,305.49,36.24,31.0,29.99,1.1689,1.0337,Slow,True,True,0.2372,0.4218
Snowboard Hardware,SNOWBOARD_HARD_0108,Alpenglow,Alpenglow Origin,30,29.29,1154.71,892.83,408.36,1.2933,2.1864,Moderate,False,False,0.0,0.0
Snowboard Hardware,SNOWBOARD_HARD_0109,Alpenglow,Alpenglow Origin,0,631.17,406.92,326.72,267.38,1.2455,1.222,Slow,True,False,0.0,0.0
Snowboard Hardware,SNOWBOARD_HARD_0110,Edgewood,Edgewood Ascent,0,555.07,186.6,144.89,90.75,1.2879,1.5965,Moderate,True,False,0.0,0.0
Snowboard Hardware,SNOWBOARD_HARD_0111,Terracross,Terracross Apex,14,115.06,2199.32,1644.15,1934.58,1.3377,0.8499,Slow,False,False,0.0,0.0
Snowboard Hardware,SNOWBOARD_HARD_0112,Alpenglow,Alpenglow Elite,36,316.6,11758.72,11435.75,5362.1,1.0282,2.1327,Moderate,False,False,0.0,0.0
Snowboard Hardware,SNOWBOARD_HARD_0113,Alpenglow,Alpenglow Lite,15,251.2,4403.54,3920.56,4528.81,1.1232,0.8657,Slow,False,True,0.1734,0.5086
Snowboard Hardware,SNOWBOARD_HARD_0114,Alpenglow,Alpenglow Origin,3,561.24,2199.75,2021.39,816.36,1.0882,2.4761,Moderate,False,False,0.0,0.0
Snowboard Hardware,SNOWBOARD_HARD_0115,Edgewood,Edgewood Xpedition,14,603.66,10031.75,8755.0,10660.84,1.1458,0.8212,Slow,False,True,0.2061,0.3362
Snowboard Hardware,SNOWBOARD_HARD_0116,Alpenglow,Alpenglow Base,7,232.71,2133.12,1853.24,4238.51,1.151,0.4372,Dead,False,True,0.428,0.6046
Snowboard Hardware,SNOWBOARD_HARD_0117,Edgewood,Edgewood Tour,1,346.69,610.78,525.93,1185.16,1.1613,0.4438,Dead,False,True,0.3619,0.478
Snowboard Hardware,SNOWBOARD_HARD_0118,Iceform,Iceform Ridge,1,327.22,806.24,646.41,747.93,1.2473,0.8643,Slow,False,True,0.2625,0.4757
Snowboard Hardware,SNOWBOARD_HARD_0119,Edgewood,Edgewood Elite,7,296.76,2828.46,2317.09,1689.6,1.2207,1.3714,Slow,False,False,0.0,0.0
Snowboard Hardware,SNOWBOARD_HARD_0120,Alpenglow,Alpenglow Team,1,406.29,706.13,569.01,563.02,1.241,1.0106,Slow,False,True,0.3121,0.3428
Snowboard Hardware,SNOWBOARD_HARD_0121,Iceform,Iceform Pro,0,267.05,315.83,246.49,85.02,1.2813,2.899,Moderate,True,False,0.0,0.0
Snowboard Hardware,SNOWBOARD_HARD_0122,Edgewood,Edgewood MAX,56,31.8,2056.45,1792.16,1719.88,1.1475,1.042,Slow,False,True,0.2176,0.4478
Snowboard Hardware,SNOWBOARD_HARD_0123,Alpenglow,Alpenglow Sport,39,32.07,1618.44,1257.28,841.83,1.2873,1.4935,Slow,False,False,0.0,0.0
Snowboard Hardware,SNOWBOARD_HARD_0124,Edgewood,Edgewood Trail,7,417.65,3847.74,3049.15,2040.14,1.2619,1.4946,Slow,False,False,0.0,0.0
Snowboard Hardware,SNOWBOARD_HARD_0125,Terracross,Terracross Ascent,23,363.7,9915.89,8547.57,9174.41,1.1601,0.9317,Slow,False,True,0.1874,0.6536
Snowboard Hardware,SNOWBOARD_HARD_0126,Edgewood,Edgewood Pro,1,222.71,512.4,378.2,587.12,1.3548,0.6442,Slow,False,True,0.3994,0.6407
Snowboard Hardware,SNOWBOARD_HARD_0127,Edgewood,Edgewood Base,27,75.32,2548.29,2076.76,1582.93,1.2271,1.312,Slow,False,True,0.2724,0.4984
Snowboard Hardware,SNOWBOARD_HARD_0128,Terracross,Terracross Ascent,5,561.22,3561.17,2912.62,2256.85,1.2227,1.2906,Slow,False,False,0.0,0.0
Snowboard Hardware,SNOWBOARD_HARD_0129,Edgewood,Edgewood Tour,0,353.42,196.58,157.07,561.94,1.2516,0.2795,Dead,True,False,0.0,0.0
Snowboard Hardware,SNOWBOARD_HARD_0130,Edgewood,Edgewood LTD,4,265.64,1528.57,1286.32,740.93,1.1883,1.7361,Moderate,False,True,0.1849,0.5471
Snowboard Hardware,SNOWBOARD_HARD_0131,Alpenglow,Alpenglow Summit,1,238.48,352.32,265.53,187.62,1.3269,1.4152,Slow,False,False,0.0,0.0
Snowboard Hardware,SNOWBOARD_HARD_0132,Iceform,Iceform Signature,1,379.47,483.88,429.89,775.51,1.1256,0.5543,Slow,False,True,0.3055,0.473
Snowboard Hardware,SNOWBOARD_HARD_0133,Alpenglow,Alpenglow Elite,5,168.71,1267.09,937.41,1550.97,1.3517,0.6044,Slow,False,True,0.2989,0.6378
Snowboard Hardware,SNOWBOARD_HARD_0134,Terracross,Terracross Origin,0,468.99,197.91,169.63,389.56,1.1667,0.4354,Dead,True,False,0.0,0.0
Snowboard Hardware,SNOWBOARD_HARD_0135,Iceform,Iceform Lite,9,355.01,4172.73,3285.96,2350.28,1.2699,1.3981,Slow,False,True,0.2953,0.4837
Bikes,BIKES_0001,Edgewood,Edgewood Enduro,2,75.14,211.62,188.65,934.23,1.1218,0.2019,Dead,False,True,0.223,0.4823
Bikes,BIKES_0002,Basecamp,Basecamp Traverse,7,231.99,1813.35,1644.09,777.08,1.103,2.1157,Moderate,False,False,0.0,0.0
Bikes,BIKES_0003,Stonepath,Stonepath Enduro,0,250.72,104.67,91.44,328.18,1.1447,0.2786,Dead,True,True,0.3256,0.7309
Bikes,BIKES_0004,Stonepath,Stonepath LTD,5,166.42,1138.75,974.55,1557.37,1.1685,0.6258,Slow,False,True,0.3558,0.4752
Bikes,BIKES_0005,Edgewood,Edgewood Xpedition,6,88.04,574.3,529.9,686.02,1.0838,0.7724,Slow,False,True,0.2244,0.5875
Bikes,BIKES_0006,Edgewood,Edgewood Carbon,10,347.99,4310.35,3664.3,4418.2,1.1763,0.8294,Slow,False,True,0.3236,0.6352
Bikes,BIKES_0007,Duskridge,Duskridge Summit,10,618.71,7009.33,6209.69,8744.43,1.1288,0.7101,Slow,False,False,0.0,0.0
Bikes,BIKES_0008,Basecamp,Basecamp Crest,5,610.22,3794.48,3113.54,4459.84,1.2187,0.6981,Slow,False,True,0.2942,0.6681
Bikes,BIKES_0009,Edgewood,Edgewood Summit,1,165.09,190.93,187.18,663.91,1.02,0.2819,Dead,False,True,0.31,0.4982
Bikes,BIKES_0010,Basecamp,Basecamp Traverse,0,374.02,57.58,50.94,92.18,1.1304,0.5526,Slow,True,True,0.3004,0.5394
Bikes,BIKES_0011,Basecamp,Basecamp X1,5,541.98,3810.4,3116.7,2816.95,1.2226,1.1064,Slow,False,False,0.0,0.0
Bikes,BIKES_0012,Duskridge,Duskridge Team,163,28.42,5765.17,4654.61,4526.0,1.2386,1.0284,Slow,False,False,0.0,0.0
Bikes,BIKES_0013,Trailhead,Trailhead Traverse,91,25.84,2747.3,2354.61,2281.3,1.1668,1.0321,Slow,False,True,0.2707,0.6144
Bikes,BIKES_0014,Basecamp,Basecamp Team,0,127.29,109.53,88.09,98.02,1.2434,0.8987,Slow,True,True,0.2284,0.6542
Bikes,BIKES_0015,Edgewood,Edgewood Comp,4,198.26,844.09,827.54,993.0,1.02,0.8334,Slow,False,True,0.3121,0.5777
Bikes,BIKES_0016,Basecamp,Basecamp Comp,23,446.69,13507.25,10555.88,8643.76,1.2796,1.2212,Slow,False,False,0.0,0.0
Bikes,BIKES_0017,Basecamp,Basecamp Comp,26,44.07,1336.21,1169.7,734.76,1.1424,1.5919,Moderate,False,True,0.2362,0.5448
Bikes,BIKES_0018,Basecamp,Basecamp MAX,1,540.52,802.45,685.27,1101.78,1.171,0.622,Slow,False,True,0.1917,0.5559
Bikes,BIKES_0019,Duskridge,Duskridge Venture,18,66.5,1241.98,1217.63,1547.99,1.02,0.7866,Slow,False,True,0.2781,0.5211
Bikes,BIKES_0020,Stonepath,Stonepath Xpedition,1,272.3,673.66,529.05,827.07,1.2733,0.6397,Slow,False,True,0.3018,0.5579
Bikes,BIKES_0021,Edgewood,Edgewood Xpedition,7,74.08,614.94,563.07,1082.3,1.0921,0.5203,Slow,False,True,0.3397,0.6373
Bikes,BIKES_0022,Duskridge,Duskridge X1,0,494.19,446.16,359.55,488.9,1.2409,0.7354,Slow,True,True,0.2674,0.7663
Bikes,BIKES_0023,Basecamp,Basecamp Venture,10,578.36,6078.72,5959.53,4833.09,1.02,1.2331,Slow,False,False,0.0,0.0
Bikes,BIKES_0024,Edgewood,Edgewood Team,0,330.37,238.29,209.8,182.44,1.1358,1.15,Slow,True,True,0.3418,0.6648
Bikes,BIKES_0025,Basecamp,Basecamp Traverse,1,162.31,293.8,227.83,245.91,1.2895,0.9265,Slow,False,False,0.0,0.0
Bikes,BIKES_0026,Stonepath,Stonepath Traverse,9,234.52,2626.45,2171.42,2125.26,1.2096,1.0217,Slow,False,True,0.4015,0.5948
Bikes,BIKES_0027,Basecamp,Basecamp Apex,32,347.26,13225.39,11367.78,11256.06,1.1634,1.0099,Slow,False,True,0.2081,0.6588
Bikes,BIKES_0028,Basecamp,Basecamp Comp,1,498.31,1190.36,946.89,1964.4,1.2571,0.482,Dead,False,True,0.3323,0.6932
Bikes,BIKES_0029,Stonepath,Stonepath Enduro,0,438.01,110.02,91.85,41.98,1.1978,2.1881,Moderate,True,False,0.0,0.0
Bikes,BIKES_0030,Stonepath,Stonepath Elite,13,488.57,8364.04,6777.06,5600.82,1.2342,1.21,Slow,False,True,0.3255,0.5375
Bikes,BIKES_0031,Stonepath,Stonepath Series II,5,549.32,3118.81,2782.02,1607.07,1.1211,1.7311,Moderate,False,False,0.0,0.0
Bikes,BIKES_0032,Basecamp,Basecamp Traverse,10,527.28,5960.04,5471.82,2892.81,1.0892,1.8915,Moderate,False,False,0.0,0.0
Bikes,BIKES_0033,Edgewood,Edgewood Apex,11,406.23,4768.29,4674.79,12013.1,1.02,0.3891,Dead,False,True,0.2879,0.4189
Bikes,BIKES_0034,Duskridge,Duskridge Lite,0,534.87,320.81,255.88,285.67,1.2537,0.8957,Slow,True,False,0.0,0.0
Bikes,BIKES_0035,Basecamp,Basecamp Elite,10,115.01,1649.44,1260.69,2154.08,1.3084,0.5853,Slow,False,True,0.2878,0.717
Bikes,BIKES_0036,Edgewood,Edgewood MAX,1,341.04,765.04,656.03,1219.43,1.1662,0.538,Slow,False,False,0.0,0.0
Bikes,BIKES_0037,Edgewood,Edgewood Series II,0,570.91,124.92,98.16,108.7,1.2726,0.903,Slow,True,True,0.3462,0.5117
Bikes,BIKES_0038,Edgewood,Edgewood Origin,5,354.69,2183.88,1954.55,1429.06,1.1173,1.3677,Slow,False,True,0.1815,0.3947
Bikes,BIKES_0039,Edgewood,Edgewood Pro,0,125.69,87.8,66.64,81.71,1.3176,0.8155,Slow,True,True,0.4238,0.4491
Bikes,BIKES_0040,Basecamp,Basecamp Tour,69,161.08,14433.99,11225.75,11259.21,1.2858,0.997,Slow,False,True,0.2317,0.5605
Bikes,BIKES_0041,Edgewood,Edgewood Series II,2,242.54,667.76,551.64,686.51,1.2105,0.8035,Slow,False,True,0.2602,0.4134
Bikes,BIKES_0042,Basecamp,Basecamp Enduro,2,582.32,1395.28,1230.36,1268.49,1.134,0.9699,Slow,False,True,0.2295,0.6059
Bikes,BIKES_0043,Trailhead,Trailhead Pro,1,132.72,241.45,198.94,296.17,1.2137,0.6717,Slow,False,True,0.3847,0.6225
Bikes,BIKES_0044,Edgewood,Edgewood Ascent,1,501.36,733.71,572.78,478.11,1.281,1.198,Slow,False,True,0.2107,0.3617
Bikes,BIKES_0045,Duskridge,Duskridge Venture,0,160.39,17.88,15.57,52.31,1.1484,0.2976,Dead,True,True,0.2414,0.5121
Bikes,BIKES_0046,Duskridge,Duskridge Foundation,4,459.41,2583.69,1993.71,2789.21,1.2959,0.7148,Slow,False,True,0.2963,0.6059
Bikes,BIKES_0047,Stonepath,Stonepath Trail,67,63.79,4640.7,4337.45,2808.37,1.0699,1.5445,Moderate,False,False,0.0,0.0
Bikes,BIKES_0048,Stonepath,Stonepath Team,17,644.31,13221.61,10962.94,13611.23,1.206,0.8054,Slow,False,True,0.2741,0.551
Bikes,BIKES_0049,Basecamp,Basecamp LTD,15,427.91,7100.97,6652.71,7748.42,1.0674,0.8586,Slow,False,True,0.2839,0.566
Bikes,BIKES_0050,Duskridge,Duskridge Signature,1,240.09,380.34,320.74,706.42,1.1858,0.454,Dead,False,True,0.3175,0.5385
Bikes,BIKES_0051,Duskridge,Duskridge Crest,1,546.27,1040.9,901.41,1771.09,1.1547,0.509,Slow,False,True,0.2325,0.4604
Bikes,BIKES_0052,Basecamp,Basecamp Enduro,0,241.28,34.65,29.67,44.12,1.1677,0.6726,Slow,True,True,0.2766,0.8174
Bikes,BIKES_0053,Stonepath,Stonepath Pro,2,93.22,311.34,253.48,482.02,1.2283,0.5259,Slow,False,True,0.3626,0.7047
Bikes,BIKES_0054,Basecamp,Basecamp Venture,0,569.89,243.04,210.42,314.35,1.155,0.6694,Slow,True,True,0.3144,0.5325
Bikes,BIKES_0055,Duskridge,Duskridge Signature,8,292.67,3075.78,2427.39,2510.39,1.2671,0.9669,Slow,False,False,0.0,0.0
Bikes,BIKES_0056,Basecamp,Basecamp Trail,1,622.1,1444.84,1157.28,801.59,1.2485,1.4437,Slow,False,False,0.0,0.0
Bikes,BIKES_0057,Edgewood,Edgewood Origin,13,531.51,8056.82,7185.77,4559.95,1.1212,1.5758,Moderate,False,False,0.0,0.0
Bikes,BIKES_0058,Trailhead,Trailhead Base,6,540.29,4040.21,3260.09,2153.12,1.2393,1.5141,Moderate,False,False,0.0,0.0
Bikes,BIKES_0059,Edgewood,Edgewood MAX,5,252.92,1533.37,1355.15,1669.36,1.1315,0.8118,Slow,False,True,0.2526,0.6018
Bikes,BIKES_0060,Trailhead,Trailhead Foundation,30,389.5,12988.96,11696.46,5036.98,1.1105,2.3221,Moderate,False,False,0.0,0.0
Bikes,BIKES_0061,Basecamp,Basecamp Apex,4,258.31,1290.95,1102.46,1154.18,1.171,0.9552,Slow,False,True,0.243,0.6865
Bikes,BIKES_0062,Duskridge,Duskridge Team,0,290.82,55.26,49.18,89.66,1.1235,0.5486,Slow,True,True,0.2654,0.642
Bikes,BIKES_0063,Trailhead,Trailhead Summit,0,280.19,216.05,194.27,150.42,1.1121,1.2916,Slow,True,True,0.2977,0.4011
Bikes,BIKES_0064,Basecamp,Basecamp Tour,4,307.29,2016.47,1521.46,1578.61,1.3254,0.9638,Slow,False,True,0.1868,0.4741
Bikes,BIKES_0065,Stonepath,Stonepath Base,275,18.63,5763.12,5136.66,7438.61,1.122,0.6905,Slow,False,True,0.2016,0.6474
Bikes,BIKES_0066,Edgewood,Edgewood Lite,109,33.31,3745.18,3631.4,2372.11,1.0313,1.5309,Moderate,False,False,0.0,0.0
Bikes,BIKES_0067,Edgewood,Edgewood Series II,9,638.17,6727.57,5801.95,6409.46,1.1595,0.9052,Slow,False,True,0.1738,0.7938
Bikes,BIKES_0068,Duskridge,Duskridge Trail,0,411.78,41.98,33.39,20.0,1.2573,1.6694,Moderate,True,False,0.0,0.0
Bikes,BIKES_0069,Duskridge,Duskridge Base,0,648.15,558.27,468.83,367.37,1.1908,1.2762,Slow,True,True,0.2363,0.6107
Bikes,BIKES_0070,Edgewood,Edgewood Apex,8,463.18,4327.09,3897.63,2731.05,1.1102,1.4272,Slow,False,True,0.1981,0.5621
Bikes,BIKES_0071,Duskridge,Duskridge Base,0,557.98,308.64,237.63,291.15,1.2988,0.8162,Slow,True,True,0.2308,0.7123
Bikes,BIKES_0072,Basecamp,Basecamp Foundation,59,55.91,3787.32,3323.86,3410.99,1.1394,0.9745,Slow,False,True,0.3065,0.458
Bikes,BIKES_0073,Duskridge,Duskridge Signature,0,149.23,43.64,41.29,90.94,1.0568,0.454,Dead,True,True,0.3106,0.6543
Bikes,BIKES_0074,Edgewood,Edgewood Venture,14,172.6,2778.56,2588.62,4407.55,1.0734,0.5873,Slow,False,True,0.1624,0.4493
Bikes,BIKES_0075,Basecamp,Basecamp Base,1,282.35,390.14,323.59,607.0,1.2057,0.5331,Slow,False,True,0.346,0.7019
