SKUID,Department,TxnCount,AvgDaysBetweenSales,MaxGapDays,DaysSinceLastSale,FirstSaleDaysAgo
BIKES_0135,Bikes,1,191.5,365.0,13.8,205.3
BIKES_0136,Bikes,366,128.3,282.4,17.1,730.0
BIKES_0137,Bikes,5,113.4,172.1,77.4,644.4
BIKES_0138,Bikes,7,203.9,365.0,280.0,730.0
BIKES_0139,Bikes,1,365.0,365.0,215.7,580.7
BIKES_0140,Bikes,13,165.8,365.0,27.5,730.0
BIKES_0141,Bikes,1,365.0,365.0,118.6,483.6
BIKES_0142,Bikes,3,168.3,321.0,79.4,584.2
BIKES_0143,Bikes,5,318.2,365.0,68.3,730.0
BIKES_0144,Bikes,15,133.4,338.5,78.6,730.0
BIKES_0145,Bikes,2,203.3,365.0,62.3,469.0
BIKES_0146,Bikes,0,,,,
BIKE_COMPONENT_0001,Bike Components,0,,,,
BIKE_COMPONENT_0002,Bike Components,0,,,,
BIKE_COMPONENT_0003,Bike Components,0,,,,
BIKE_COMPONENT_0004,Bike Components,0,,,,
BIKE_COMPONENT_0005,Bike Components,6,176.2,295.2,39.7,730.0
BIKE_COMPONENT_0006,Bike Components,1,94.7,149.8,33.7,128.4
BIKE_COMPONENT_0007,Bike Components,0,,,,
BIKE_COMPONENT_0008,Bike Components,0,,,,
BIKE_COMPONENT_0009,Bike Components,1,360.7,365.0,38.2,398.9
BIKE_COMPONENT_0010,Bike Components,43,38.5,206.0,20.6,730.0
BIKE_COMPONENT_0011,Bike Components,1,92.9,230.4,15.7,108.6
BIKE_COMPONENT_0012,Bike Components,0,,,,
BIKE_COMPONENT_0013,Bike Components,0,,,,
BIKE_COMPONENT_0014,Bike Components,3,291.3,365.0,31.2,730.0
BIKE_COMPONENT_0015,Bike Components,1,101.1,182.7,13.7,114.8
BIKE_COMPONENT_0016,Bike Components,11,83.2,305.8,15.5,730.0
BIKE_COMPONENT_0017,Bike Components,1,119.8,243.6,19.2,139.0
BIKE_COMPONENT_0018,Bike Components,0,,,,
BIKE_COMPONENT_0019,Bike Components,7,100.1,196.7,8.2,709.2
BIKE_COMPONENT_0020,Bike Components,0,,,,
BIKE_COMPONENT_0021,Bike Components,1,63.3,166.7,52.8,116.1
BIKE_COMPONENT_0022,Bike Components,0,,,,
BIKE_COMPONENT_0023,Bike Components,20,48.1,58.7,8.1,730.0
BIKE_COMPONENT_0024,Bike Components,16,85.0,144.2,16.9,730.0
BIKE_COMPONENT_0025,Bike Components,0,,,,
BIKE_COMPONENT_0026,Bike Components,0,,,,
BIKE_COMPONENT_0027,Bike Components,0,,,,
BIKE_COMPONENT_0028,Bike Components,1,49.9,79.6,13.5,63.4
BIKE_COMPONENT_0029,Bike Components,1,146.1,364.5,141.0,287.0
BIKE_COMPONENT_0030,Bike Components,1,118.2,331.8,31.3,149.5
BIKE_COMPONENT_0031,Bike Components,1,85.1,279.7,14.2,99.3
BIKE_COMPONENT_0032,Bike Components,1,365.0,365.0,393.4,730.0
BIKE_COMPONENT_0033,Bike Components,1,150.9,273.4,89.5,240.4
BIKE_COMPONENT_0034,Bike Components,1,125.0,365.0,24.9,149.9
BIKE_COMPONENT_0035,Bike Components,0,,,,
BIKE_COMPONENT_0036,Bike Components,3,151.1,318.6,4.9,458.1
BIKE_COMPONENT_0037,Bike Components,1,221.6,322.2,16.9,238.5
BIKE_COMPONENT_0038,Bike Components,3,184.1,365.0,99.7,651.9
BIKE_COMPONENT_0039,Bike Components,0,,,,
BIKE_COMPONENT_0040,Bike Components,0,,,,
BIKE_COMPONENT_0041,Bike Components,0,,,,
BIKE_COMPONENT_0042,Bike Components,2,44.1,111.4,7.7,95.9
BIKE_COMPONENT_0043,Bike Components,0,,,,
BIKE_COMPONENT_0044,Bike Components,0,,,,
BIKE_COMPONENT_0045,Bike Components,23,159.0,339.5,39.6,730.0
BIKE_COMPONENT_0046,Bike Components,30,72.4,142.3,13.1,730.0
BIKE_COMPONENT_0047,Bike Components,2,225.7,365.0,137.9,589.4
BIKE_COMPONENT_0048,Bike Components,2,199.6,219.6,35.1,434.4
BIKE_COMPONENT_0049,Bike Components,6,84.5,92.9,50.5,557.3
BIKE_COMPONENT_0050,Bike Components,2,68.5,159.6,17.1,154.1
BIKE_COMPONENT_0051,Bike Components,0,,,,
BIKE_COMPONENT_0052,Bike Components,0,,,,
BIKE_COMPONENT_0053,Bike Components,0,,,,
BIKE_COMPONENT_0054,Bike Components,1,258.9,365.0,288.5,547.4
BIKE_COMPONENT_0055,Bike Components,2,72.6,233.2,12.9,158.2
BIKE_COMPONENT_0056,Bike Components,0,,,,
BIKE_COMPONENT_0057,Bike Components,1,110.6,202.4,13.4,124.0
BIKE_COMPONENT_0058,Bike Components,0,,,,
BIKE_COMPONENT_0059,Bike Components,2,138.3,365.0,16.2,292.8
BIKE_COMPONENT_0060,Bike Components,3,99.0,170.1,75.2,372.3
BIKE_COMPONENT_0061,Bike Components,0,,,,
BIKE_COMPONENT_0062,Bike Components,1,87.7,261.5,8.3,96.0
BIKE_COMPONENT_0063,Bike Components,1,188.7,365.0,29.7,218.4
BIKE_COMPONENT_0064,Bike Components,4,100.4,110.5,52.0,453.7
BIKE_COMPONENT_0065,Bike Components,0,,,,
BIKE_COMPONENT_0066,Bike Components,1,104.3,181.0,10.1,114.3
BIKE_COMPONENT_0067,Bike Components,0,,,,
BIKE_COMPONENT_0068,Bike Components,1,115.9,127.4,13.1,129.0
BIKE_COMPONENT_0069,Bike Components,0,,,,
BIKE_COMPONENT_0070,Bike Components,0,,,,
BIKE_COMPONENT_0071,Bike Components,0,,,,
BIKE_COMPONENT_0072,Bike Components,0,,,,
BIKE_COMPONENT_0073,Bike Components,0,,,,
BIKE_COMPONENT_0074,Bike Components,0,,,,
BIKE_COMPONENT_0075,Bike Components,0,,,,
BIKE_COMPONENT_0076,Bike Components,135,46.4,87.9,11.9,730.0
BIKE_COMPONENT_0077,Bike Components,1,113.4,342.8,18.0,131.4
BIKE_COMPONENT_0078,Bike Components,0,,,,
BIKE_COMPONENT_0079,Bike Components,1,115.8,310.1,50.6,166.3
BIKE_COMPONENT_0080,Bike Components,0,,,,
BIKE_COMPONENT_0081,Bike Components,0,,,,
BIKE_COMPONENT_0082,Bike Components,0,,,,
BIKE_COMPONENT_0083,Bike Components,13,101.3,349.1,6.3,730.0
BIKE_COMPONENT_0084,Bike Components,0,,,,
BIKE_COMPONENT_0085,Bike Components,0,,,,
BIKE_COMPONENT_0086,Bike Components,0,,,,
BIKE_COMPONENT_0087,Bike Components,0,,,,
BIKE_COMPONENT_0088,Bike Components,0,,,,
BIKE_COMPONENT_0089,Bike Components,0,,,,
BIKE_COMPONENT_0090,Bike Components,1,129.8,226.2,7.3,137.1
BIKE_COMPONENT_0091,Bike Components,2,125.4,292.1,89.6,340.4
BIKE_COMPONENT_0092,Bike Components,1,40.8,177.3,22.0,62.8
BIKE_COMPONENT_0093,Bike Components,0,,,,
BIKE_COMPONENT_0094,Bike Components,0,,,,
BIKE_COMPONENT_0095,Bike Components,1,146.3,365.0,59.9,206.2
BIKE_COMPONENT_0096,Bike Components,1,232.3,365.0,75.0,307.3
BIKE_COMPONENT_0097,Bike Components,1,112.5,323.4,80.9,193.4
BIKE_COMPONENT_0098,Bike Components,0,,,,
BIKE_COMPONENT_0099,Bike Components,12,164.6,365.0,43.4,730.0
BIKE_COMPONENT_0100,Bike Components,0,,,,
BIKE_COMPONENT_0101,Bike Components,0,,,,
BIKE_COMPONENT_0102,Bike Components,0,,,,
BIKE_COMPONENT_0103,Bike Components,1,44.4,60.7,14.6,59.0
BIKE_COMPONENT_0104,Bike Components,0,,,,
BIKE_COMPONENT_0105,Bike Components,0,,,,
BIKE_COMPONENT_0106,Bike Components,4,56.1,198.9,12.4,237.0
BIKE_COMPONENT_0107,Bike Components,0,,,,
BIKE_COMPONENT_0108,Bike Components,9,70.7,142.6,9.1,645.8
BIKE_COMPONENT_0109,Bike Components,0,,,,
BIKE_COMPONENT_0110,Bike Components,1,49.2,54.1,6.8,56.0
BIKE_COMPONENT_0111,Bike Components,0,,,,
BIKE_COMPONENT_0112,Bike Components,1,132.6,365.0,52.7,185.3
BIKE_COMPONENT_0113,Bike Components,0,,,,
BIKE_COMPONENT_0114,Bike Components,2,112.5,365.0,35.5,260.6
BIKE_COMPONENT_0115,Bike Components,8,120.1,159.1,8.6,730.0
BIKE_COMPONENT_0116,Bike Components,1,70.7,165.9,24.7,95.5
BIKE_COMPONENT_0117,Bike Components,0,,,,
BIKE_COMPONENT_0118,Bike Components,1,190.7,243.9,12.7,203.4
BIKE_COMPONENT_0119,Bike Components,4,129.0,141.9,8.8,524.8
BIKE_COMPONENT_0120,Bike Components,1,61.6,126.2,29.3,90.9
BIKE_COMPONENT_0121,Bike Components,1,310.0,365.0,35.7,345.7
BIKE_COMPONENT_0122,Bike Components,3,141.5,365.0,29.5,453.9
BIKE_COMPONENT_0123,Bike Components,0,,,,
BIKE_COMPONENT_0124,Bike Components,0,,,,
BIKE_COMPONENT_0125,Bike Components,1,104.3,266.7,18.5,122.8
BIKE_COMPONENT_0126,Bike Components,0,,,,
BIKE_COMPONENT_0127,Bike Components,0,,,,
BIKE_COMPONENT_0128,Bike Components,1,106.8,261.7,23.4,130.2
BIKE_COMPONENT_0129,Bike Components,0,,,,
BIKE_COMPONENT_0130,Bike Components,2,365.0,365.0,53.4,730.0
BIKE_COMPONENT_0131,Bike Components,1,40.6,73.7,7.5,48.1
BIKE_COMPONENT_0132,Bike Components,0,,,,
BIKE_COMPONENT_0133,Bike Components,1,172.7,365.0,46.7,219.5
BIKE_COMPONENT_0134,Bike Components,7,33.5,177.1,10.9,245.2
BIKE_COMPONENT_0135,Bike Components,1,166.6,365.0,61.6,228.2
BIKE_COMPONENT_0136,Bike Components,4,43.1,303.9,26.6,199.1
BIKE_COMPONENT_0137,Bike Components,1,365.0,365.0,96.7,461.7
BIKE_COMPONENT_0138,Bike Components,76,219.6,365.0,16.6,730.0
BIKE_COMPONENT_0139,Bike Components,1,365.0,365.0,180.4,545.4
BIKE_COMPONENT_0140,Bike Components,1,179.8,344.3,148.6,328.4
BIKE_COMPONENT_0141,Bike Components,2,74.8,328.8,33.4,183.0
BIKE_COMPONENT_0142,Bike Components,4,243.6,365.0,33.6,730.0
BIKE_COMPONENT_0143,Bike Components,1,303.8,365.0,9.1,312.9
BIKE_COMPONENT_0144,Bike Components,4,86.8,142.5,62.3,409.6
BIKE_COMPONENT_0145,Bike Components,0,,,,
BIKE_COMPONENT_0146,Bike Components,0,,,,
BIKE_COMPONENT_0147,Bike Components,0,,,,
BIKE_COMPONENT_0148,Bike Components,8,167.7,282.8,11.5,730.0
BIKE_COMPONENT_0149,Bike Components,1,70.3,104.4,25.7,96.0
BIKE_COMPONENT_0150,Bike Components,2,278.7,365.0,368.1,730.0
BIKE_COMPONENT_0151,Bike Components,0,,,,
BIKE_COMPONENT_0152,Bike Components,0,,,,
BIKE_COMPONENT_0153,Bike Components,0,,,,
BIKE_COMPONENT_0154,Bike Components,0,,,,
BIKE_COMPONENT_0155,Bike Components,0,,,,
BIKE_COMPONENT_0156,Bike Components,0,,,,
BIKE_COMPONENT_0157,Bike Components,0,,,,
BIKE_COMPONENT_0158,Bike Components,5,74.3,88.7,5.8,377.4
BIKE_COMPONENT_0159,Bike Components,0,,,,
BIKE_COMPONENT_0160,Bike Components,0,,,,
BIKE_COMPONENT_0161,Bike Components,2,223.8,365.0,56.2,503.7
BIKE_COMPONENT_0162,Bike Components,2,142.7,304.2,14.5,299.9
BIKE_COMPONENT_0163,Bike Components,60,210.4,365.0,48.0,730.0
BIKE_COMPONENT_0164,Bike Components,1,205.9,365.0,28.2,234.0
BIKE_COMPONENT_0165,Bike Components,0,,,,
BIKE_COMPONENT_0166,Bike Components,7,62.7,129.1,21.7,460.8
BIKE_COMPONENT_0167,Bike Components,0,,,,
BIKE_COMPONENT_0168,Bike Components,0,,,,
BIKE_COMPONENT_0169,Bike Components,68,201.6,365.0,23.1,730.0
BIKE_COMPONENT_0170,Bike Components,0,,,,
BIKE_COMPONENT_0171,Bike Components,0,,,,
BIKE_COMPONENT_0172,Bike Components,1,47.8,70.4,24.5,72.3
BIKE_COMPONENT_0173,Bike Components,0,,,,
BIKE_COMPONENT_0174,Bike Components,2,99.7,365.0,21.5,221.0
BIKE_COMPONENT_0175,Bike Components,1,90.2,365.0,16.4,106.6
BIKE_COMPONENT_0176,Bike Components,1,26.8,63.6,25.2,51.9
BIKE_COMPONENT_0177,Bike Components,0,,,,
BIKE_COMPONENT_0178,Bike Components,0,,,,
BIKE_COMPONENT_0179,Bike Components,1,48.2,116.1,25.7,73.8
BIKE_COMPONENT_0180,Bike Components,16,95.8,134.6,102.1,730.0
BIKE_COMPONENT_0181,Bike Components,1,108.1,137.5,139.6,247.6
BIKE_COMPONENT_0182,Bike Components,2,60.9,258.2,39.1,160.9
BIKE_COMPONENT_0183,Bike Components,0,,,,
BIKE_COMPONENT_0184,Bike Components,1,48.6,60.7,35.3,83.8
BIKE_COMPONENT_0185,Bike Components,0,,,,
BIKE_COMPONENT_0186,Bike Components,1,148.4,279.5,110.5,258.9
BIKE_COMPONENT_0187,Bike Components,1,100.8,162.8,15.3,116.1
BIKE_COMPONENT_0188,Bike Components,0,,,,
BIKE_COMPONENT_0189,Bike Components,1,365.0,365.0,138.1,503.1
BIKE_COMPONENT_0190,Bike Components,0,,,,
BIKE_COMPONENT_0191,Bike Components,0,,,,
BIKE_COMPONENT_0192,Bike Components,0,,,,
BIKE_COMPONENT_0193,Bike Components,1,186.5,213.3,15.7,202.2
BIKE_COMPONENT_0194,Bike Components,1,65.2,115.1,20.1,85.3
BIKE_COMPONENT_0195,Bike Components,1,75.7,173.4,22.4,98.1
BIKE_COMPONENT_0196,Bike Components,12,136.1,235.0,35.2,730.0
BIKE_COMPONENT_0197,Bike Components,1,112.3,268.9,48.8,161.1
BIKE_COMPONENT_0198,Bike Components,0,,,,
BIKE_COMPONENT_0199,Bike Components,0,,,,
BIKE_COMPONENT_0200,Bike Components,0,,,,
BIKE_COMPONENT_0201,Bike Components,0,,,,
BIKE_COMPONENT_0202,Bike Components,1,365.0,365.0,41.5,406.5
BIKE_COMPONENT_0203,Bike Components,4,161.7,365.0,38.6,685.5
BIKE_COMPONENT_0204,Bike Components,2,57.1,133.3,19.9,134.2
BIKE_COMPONENT_0205,Bike Components,12,365.0,365.0,80.5,730.0
BIKE_COMPONENT_0206,Bike Components,1,156.0,218.5,59.8,215.8
BIKE_COMPONENT_0207,Bike Components,1,94.5,223.0,14.4,108.9
BIKE_COMPONENT_0208,Bike Components,0,,,,
BIKE_COMPONENT_0209,Bike Components,0,,,,
BIKE_COMPONENT_0210,Bike Components,0,,,,
BIKE_COMPONENT_0211,Bike Components,1,145.6,309.1,14.9,160.4
BIKE_COMPONENT_0212,Bike Components,1,278.0,365.0,69.7,347.7
BIKE_COMPONENT_0213,Bike Components,8,48.4,226.0,28.2,415.1
BIKE_COMPONENT_0214,Bike Components,0,,,,
BIKE_COMPONENT_0215,Bike Components,0,,,,
BIKE_COMPONENT_0216,Bike Components,49,81.6,96.1,12.1,730.0
BIKE_COMPONENT_0217,Bike Components,1,96.9,240.9,32.5,129.5
BIKE_COMPONENT_0218,Bike Components,0,,,,
BIKE_COMPONENT_0219,Bike Components,0,,,,
BIKE_COMPONENT_0220,Bike Components,1,114.0,365.0,23.7,137.7
BIKE_COMPONENT_0221,Bike Components,0,,,,
BIKE_COMPONENT_0222,Bike Components,1,205.9,365.0,50.2,256.1
BIKE_COMPONENT_0223,Bike Components,2,33.4,71.2,13.5,80.2
BIKE_COMPONENT_0224,Bike Components,0,,,,
BIKE_COMPONENT_0225,Bike Components,35,71.0,165.8,39.3,730.0
BIKE_COMPONENT_0226,Bike Components,0,,,,
BIKE_COMPONENT_0227,Bike Components,0,,,,
BIKE_COMPONENT_0228,Bike Components,4,151.9,282.4,23.5,631.0
BIKE_COMPONENT_0229,Bike Components,0,,,,
BIKE_COMPONENT_0230,Bike Components,10,50.6,112.6,14.4,520.1
BIKE_COMPONENT_0231,Bike Components,0,,,,
BIKE_COMPONENT_0232,Bike Components,0,,,,
BIKE_COMPONENT_0233,Bike Components,0,,,,
BIKE_COMPONENT_0234,Bike Components,7,42.0,108.2,15.7,309.6
BIKE_COMPONENT_0235,Bike Components,1,276.4,365.0,68.3,344.7
BIKE_COMPONENT_0236,Bike Components,0,,,,
BIKE_COMPONENT_0237,Bike Components,1,120.8,194.3,7.0,127.8
BIKE_COMPONENT_0238,Bike Components,0,,,,
BIKE_COMPONENT_0239,Bike Components,0,,,,
BIKE_COMPONENT_0240,Bike Components,0,,,,
BIKE_COMPONENT_0241,Bike Components,0,,,,
BIKE_COMPONENT_0242,Bike Components,3,184.2,365.0,29.4,581.9
BIKE_COMPONENT_0243,Bike Components,2,130.9,365.0,7.1,269.0
BIKE_COMPONENT_0244,Bike Components,13,63.2,186.8,19.6,730.0
BIKE_COMPONENT_0245,Bike Components,0,,,,
BIKE_COMPONENT_0246,Bike Components,30,182.5,365.0,16.9,730.0
BIKE_COMPONENT_0247,Bike Components,0,,,,
BIKE_COMPONENT_0248,Bike Components,0,,,,
BIKE_COMPONENT_0249,Bike Components,0,,,,
BIKE_COMPONENT_0250,Bike Components,0,,,,
BIKE_COMPONENT_0251,Bike Components,1,150.9,365.0,49.9,200.8
BIKE_COMPONENT_0252,Bike Components,6,114.1,264.8,30.6,715.0
BIKE_COMPONENT_0253,Bike Components,0,,,,
BIKE_COMPONENT_0254,Bike Components,0,,,,
BIKE_COMPONENT_0255,Bike Components,0,,,,
BIKE_COMPONENT_0256,Bike Components,2,88.3,344.4,29.3,206.0
BIKE_COMPONENT_0257,Bike Components,0,,,,
BIKE_COMPONENT_0258,Bike Components,8,113.3,326.6,34.3,730.0
BIKE_COMPONENT_0259,Bike Components,0,,,,
BIKE_COMPONENT_0260,Bike Components,0,,,,
BIKE_COMPONENT_0261,Bike Components,0,,,,
BIKE_COMPONENT_0262,Bike Components,0,,,,
BIKE_COMPONENT_0263,Bike Components,7,113.0,245.1,12.8,730.0
BIKE_COMPONENT_0264,Bike Components,5,333.2,365.0,191.1,730.0
BIKE_COMPONENT_0265,Bike Components,1,120.0,303.6,30.8,150.9
BIKE_COMPONENT_0266,Bike Components,0,,,,
BIKE_COMPONENT_0267,Bike Components,0,,,,
BIKE_COMPONENT_0268,Bike Components,2,83.7,112.5,11.7,179.2
BIKE_COMPONENT_0269,Bike Components,0,,,,
BIKE_COMPONENT_0270,Bike Components,0,,,,
BIKE_COMPONENT_0271,Bike Components,0,,,,
BIKE_COMPONENT_0272,Bike Components,0,,,,
BIKE_COMPONENT_0273,Bike Components,0,,,,
BIKE_COMPONENT_0274,Bike Components,0,,,,
BIKE_COMPONENT_0275,Bike Components,2,200.5,230.1,8.9,409.9
BIKE_COMPONENT_0276,Bike Components,0,,,,
BIKE_COMPONENT_0277,Bike Components,0,,,,
BIKE_COMPONENT_0278,Bike Components,1,100.2,132.9,112.1,212.3
BIKE_COMPONENT_0279,Bike Components,2,175.3,365.0,33.4,384.0
BIKE_COMPONENT_0280,Bike Components,1,365.0,365.0,252.9,617.9
BIKE_COMPONENT_0281,Bike Components,7,167.7,268.8,71.5,730.0
BIKE_COMPONENT_0282,Bike Components,0,,,,
BIKE_COMPONENT_0283,Bike Components,0,,,,
BIKE_COMPONENT_0284,Bike Components,0,,,,
BIKE_COMPONENT_0285,Bike Components,1,68.4,242.6,26.8,95.2
BIKE_COMPONENT_0286,Bike Components,5,26.3,47.2,28.3,159.6
BIKE_COMPONENT_0287,Bike Components,3,67.7,234.9,5.9,208.9
BIKE_COMPONENT_0288,Bike Components,28,133.0,327.8,25.1,730.0
BIKE_COMPONENT_0289,Bike Components,6,57.4,151.7,19.4,364.0
BIKE_COMPONENT_0290,Bike Components,3,103.2,268.7,48.5,358.2
BIKE_COMPONENT_0291,Bike Components,8,196.7,266.6,8.4,730.0
BIKE_COMPONENT_0292,Bike Components,35,199.5,365.0,14.9,730.0
BIKE_COMPONENT_0293,Bike Components,39,29.6,68.5,15.0,730.0
BIKE_COMPONENT_0294,Bike Components,0,,,,
BIKE_COMPONENT_0295,Bike Components,12,170.6,365.0,46.7,730.0
BIKE_COMPONENT_0296,Bike Components,0,,,,
BIKE_COMPONENT_0297,Bike Components,0,,,,
BIKE_COMPONENT_0298,Bike Components,0,,,,
BIKE_COMPONENT_0299,Bike Components,1,158.0,288.5,108.3,266.3
BIKE_COMPONENT_0300,Bike Components,0,,,,
BIKE_COMPONENT_0301,Bike Components,31,136.9,354.9,40.0,730.0
BIKE_COMPONENT_0302,Bike Components,2,149.6,261.0,17.9,317.1
BIKE_COMPONENT_0303,Bike Components,0,,,,
BIKE_COMPONENT_0304,Bike Components,3,147.8,318.6,26.1,469.4
BIKE_COMPONENT_0305,Bike Components,0,,,,
BIKE_COMPONENT_0306,Bike Components,0,,,,
BIKE_COMPONENT_0307,Bike Components,4,188.2,365.0,36.7,730.0
BIKE_COMPONENT_0308,Bike Components,9,105.5,116.1,36.6,730.0
BIKE_COMPONENT_0309,Bike Components,1,100.5,261.6,7.1,107.6
BIKE_COMPONENT_0310,Bike Components,0,,,,
BIKE_COMPONENT_0311,Bike Components,0,,,,
BIKE_COMPONENT_0312,Bike Components,1,126.5,296.4,23.8,150.2
BIKE_COMPONENT_0313,Bike Components,0,,,,
BIKE_COMPONENT_0314,Bike Components,18,202.9,308.3,17.7,730.0
BIKE_COMPONENT_0315,Bike Components,4,71.6,254.9,66.9,353.3
BIKE_COMPONENT_0316,Bike Components,2,68.5,105.1,33.4,170.5
BIKE_COMPONENT_0317,Bike Components,23,302.9,333.2,65.3,730.0
BIKE_COMPONENT_0318,Bike Components,1,55.1,344.6,10.3,65.5
BIKE_COMPONENT_0319,Bike Components,2,114.0,234.8,58.3,286.3
BIKE_COMPONENT_0320,Bike Components,1,182.1,318.1,3.5,185.6
BIKE_COMPONENT_0321,Bike Components,1,84.2,365.0,17.6,101.9
BIKE_COMPONENT_0322,Bike Components,1,135.0,365.0,51.6,186.5
BIKE_COMPONENT_0323,Bike Components,0,,,,
BIKE_COMPONENT_0324,Bike Components,0,,,,
BIKE_COMPONENT_0325,Bike Components,3,67.9,282.3,7.9,211.5
BIKE_COMPONENT_0326,Bike Components,3,124.6,222.4,15.4,389.2
BIKE_COMPONENT_0327,Bike Components,2,18.6,54.3,17.8,54.9
BIKE_COMPONENT_0328,Bike Components,0,,,,
BIKE_COMPONENT_0329,Bike Components,0,,,,
BIKE_COMPONENT_0330,Bike Components,0,,,,
BIKE_COMPONENT_0331,Bike Components,1,191.6,365.0,16.9,208.4
BIKE_COMPONENT_0332,Bike Components,0,,,,
BIKE_COMPONENT_0333,Bike Components,0,,,,
BIKE_COMPONENT_0334,Bike Components,1,87.9,250.7,65.6,153.5
BIKE_COMPONENT_0335,Bike Components,1,365.0,365.0,43.4,408.4
BIKE_COMPONENT_0336,Bike Components,4,91.1,119.0,13.7,378.0
BIKE_COMPONENT_0337,Bike Components,2,86.1,332.6,11.4,183.6
BIKE_COMPONENT_0338,Bike Components,0,,,,
BIKE_COMPONENT_0339,Bike Components,0,,,,
BIKE_COMPONENT_0340,Bike Components,4,213.8,264.1,105.6,730.0
BIKE_COMPONENT_0341,Bike Components,6,64.6,224.7,14.7,402.3
BIKE_COMPONENT_0342,Bike Components,1,99.9,134.2,73.7,173.6
BIKE_COMPONENT_0343,Bike Components,1,147.7,365.0,63.6,211.3
BIKE_COMPONENT_0344,Bike Components,20,127.0,315.1,24.2,730.0
BIKE_COMPONENT_0345,Bike Components,0,,,,
BIKE_COMPONENT_0346,Bike Components,50,365.0,365.0,44.6,730.0
BIKE_COMPONENT_0347,Bike Components,0,,,,
BIKE_COMPONENT_0348,Bike Components,0,,,,
BIKE_COMPONENT_0349,Bike Components,0,,,,
BIKE_COMPONENT_0350,Bike Components,1,278.3,365.0,23.5,301.8
KAYAKS_AND_CAN_0001,Kayaks & Canoes,6,175.3,365.0,40.4,730.0
KAYAKS_AND_CAN_0002,Kayaks & Canoes,12,263.8,365.0,30.0,730.0
KAYAKS_AND_CAN_0003,Kayaks & Canoes,0,,,,
KAYAKS_AND_CAN_0004,Kayaks & Canoes,17,146.2,321.9,246.5,730.0
KAYAKS_AND_CAN_0005,Kayaks & Canoes,1,145.3,292.3,169.7,314.9
KAYAKS_AND_CAN_0006,Kayaks & Canoes,19,225.9,274.3,196.8,730.0
KAYAKS_AND_CAN_0007,Kayaks & Canoes,0,,,,
KAYAKS_AND_CAN_0008,Kayaks & Canoes,1,218.4,365.0,37.2,255.6
KAYAKS_AND_CAN_0009,Kayaks & Canoes,0,,,,
KAYAKS_AND_CAN_0010,Kayaks & Canoes,0,,,,
KAYAKS_AND_CAN_0011,Kayaks & Canoes,1,83.3,256.8,32.1,115.4
KAYAKS_AND_CAN_0012,Kayaks & Canoes,1,365.0,365.0,18.0,383.0
KAYAKS_AND_CAN_0013,Kayaks & Canoes,0,,,,
KAYAKS_AND_CAN_0014,Kayaks & Canoes,1,150.6,365.0,43.6,194.2
KAYAKS_AND_CAN_0015,Kayaks & Canoes,30,93.4,152.7,9.2,730.0
KAYAKS_AND_CAN_0016,Kayaks & Canoes,70,116.6,139.8,10.3,730.0
KAYAKS_AND_CAN_0017,Kayaks & Canoes,4,116.4,302.4,38.3,503.8
KAYAKS_AND_CAN_0018,Kayaks & Canoes,3,200.3,220.3,101.5,702.3
KAYAKS_AND_CAN_0019,Kayaks & Canoes,11,92.4,148.9,25.0,730.0
KAYAKS_AND_CAN_0020,Kayaks & Canoes,0,,,,
KAYAKS_AND_CAN_0021,Kayaks & Canoes,1,365.0,365.0,175.6,540.6
KAYAKS_AND_CAN_0022,Kayaks & Canoes,44,365.0,365.0,34.6,730.0
KAYAKS_AND_CAN_0023,Kayaks & Canoes,25,223.9,246.3,21.7,730.0
KAYAKS_AND_CAN_0024,Kayaks & Canoes,8,142.5,274.5,30.6,730.0
KAYAKS_AND_CAN_0025,Kayaks & Canoes,3,121.9,185.0,42.9,408.7
KAYAKS_AND_CAN_0026,Kayaks & Canoes,0,,,,
KAYAKS_AND_CAN_0027,Kayaks & Canoes,0,,,,
KAYAKS_AND_CAN_0028,Kayaks & Canoes,4,365.0,365.0,60.0,730.0
KAYAKS_AND_CAN_0029,Kayaks & Canoes,3,261.3,287.4,246.0,730.0
KAYAKS_AND_CAN_0030,Kayaks & Canoes,6,142.8,354.6,69.9,730.0
KAYAKS_AND_CAN_0031,Kayaks & Canoes,1,360.2,365.0,164.8,525.0
KAYAKS_AND_CAN_0032,Kayaks & Canoes,4,196.2,365.0,78.9,730.0
KAYAKS_AND_CAN_0033,Kayaks & Canoes,1,201.1,365.0,33.6,234.7
KAYAKS_AND_CAN_0034,Kayaks & Canoes,1,222.8,365.0,81.1,303.9
KAYAKS_AND_CAN_0035,Kayaks & Canoes,0,,,,
KAYAKS_AND_CAN_0036,Kayaks & Canoes,3,285.5,365.0,46.2,730.0
KAYAKS_AND_CAN_0037,Kayaks & Canoes,13,170.1,242.7,25.4,730.0
KAYAKS_AND_CAN_0038,Kayaks & Canoes,0,,,,
KAYAKS_AND_CAN_0039,Kayaks & Canoes,8,365.0,365.0,229.9,730.0
KAYAKS_AND_CAN_0040,Kayaks & Canoes,12,56.8,130.1,11.2,692.4
KAYAKS_AND_CAN_0041,Kayaks & Canoes,1,329.4,365.0,83.7,413.1
KAYAKS_AND_CAN_0042,Kayaks & Canoes,1,269.6,365.0,229.0,498.6
KAYAKS_AND_CAN_0043,Kayaks & Canoes,48,199.9,365.0,32.5,730.0
